shape_idx,orig_label,rf_label,n_points_orig,n_points_rf,label_match,recovered_vertices,cap_strict,cap_bidir,align_rmse,mean_nn_dist,distance_threshold,recovered_indices,visualization_path
10,wall,wall,4,5,1,4,0.250000,0.500000,3.650441,4.088620,20.000000,1 3 0 2,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_010_wall.png
11,wall,wall,4,5,1,4,1.000000,1.000000,0.916106,0.872307,20.000000,2 3 0 1,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_011_wall.png
12,wall,wall,4,5,1,4,0.000000,1.000000,4.720474,6.882992,20.000000,1 0 3 2,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_012_wall.png
13,wall,wall,4,5,1,4,0.250000,0.500000,5.456861,10.609238,20.000000,0 2 1 3,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_013_wall.png
14,wall,wall,6,7,1,6,0.500000,0.666667,12.962142,3.721231,20.000000,2 4 5 0 1 3,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_014_wall.png
15,wall,wall,6,7,1,6,0.000000,1.000000,11.844647,4.348860,20.000000,5 4 3 2 1 0,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_015_wall.png
16,wall,wall,16,17,1,16,1.000000,1.000000,27.286890,13.664258,20.000000,2 3 4 5 6 7 8 9 10 11 12 13 14 15 0 1,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_016_wall.png
17,wall,wall,4,5,1,4,1.000000,1.000000,0.547642,0.638027,20.000000,0 1 2 3,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_017_wall.png
18,wall,wall,4,5,1,4,0.250000,0.500000,4.066698,9.775550,20.000000,0 2 1 3,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_018_wall.png
19,wall,wall,10,11,1,10,0.000000,1.000000,24.510429,11.430620,20.000000,9 8 7 6 5 4 3 2 1 0,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_019_wall.png
20,wall,wall,8,9,1,8,0.000000,1.000000,4.733167,3.123129,20.000000,7 6 5 4 3 2 1 0,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_020_wall.png
21,wall,wall,22,23,1,22,0.000000,1.000000,6.355141,2.251331,20.000000,8 7 6 5 4 3 2 1 0 21 20 19 18 17 16 15 14 13 12 11 10 9,roboflow\cap_evaluation\TE_C_00012\TE_C_00012_png.rf.e818c5b06a8773319ff4ef540498bb4f\visualizations\shape_021_wall.png
